Registration_number,Current_Semester
ciit/sp19-bcs-3354/isb,Semester 1
ciit/sp19-bcs-3382/isb,Semester 7
ciit/sp19-bcs-3441/isb,Semester 7
ciit/sp19-bcs-3484/isb,Semester 7
ciit/sp19-bcs-3554/isb,Semester 1
ciit/sp19-bcs-3603/isb,Semester 7
ciit/sp19-bcs-3611/isb,Semester 7
ciit/sp19-bcs-3625/isb,Semester 1
ciit/sp19-bcs-3642/isb,Semester 7
ciit/sp19-bcs-3693/isb,Semester 7
ciit/sp19-bcs-384/isb,Semester 7
ciit/sp19-bcs-42/isb,Semester 7
ciit/sp19-bcs-422/isb,Semester 7
ciit/sp19-bcs-437/isb,Semester 7
ciit/sp19-bcs-470/isb,Semester 7
ciit/sp19-bcs-484/isb,Semester 7
ciit/sp19-bcs-487/isb,Semester 7
ciit/sp19-bcs-565/isb,Semester 7
ciit/sp19-bcs-607/isb,Semester 7
ciit/sp19-bcs-636/isb,Semester 2
ciit/sp19-bcs-637/isb,Semester 7
ciit/sp19-bcs-647/isb,Semester 7
ciit/sp19-bcs-659/isb,Semester 7
ciit/sp19-bcs-682/isb,Semester 7
ciit/sp19-bcs-700/isb,Semester 1
ciit/sp19-bcs-702/isb,Semester 7
ciit/sp19-bcs-731/isb,Semester 7
ciit/sp19-bcs-762/isb,Semester 1
ciit/sp19-bcs-764/isb,Semester 7
ciit/sp19-bcs-891/isb,Semester 7
ciit/sp19-bcs-93/isb,Semester 7
ciit/sp19-bcs-940/isb,Semester 7
ciit/sp19-bcs-941/isb,Semester 7
ciit/sp19-bcs-946/isb,Semester 7
ciit/sp19-bcs-949/isb,Semester 7
ciit/sp19-bcs-955/isb,Semester 7
ciit/sp19-bcs-977/isb,Semester 7
ciit/sp19-bse-105/isb,Semester 7
ciit/sp19-bse-1052/isb,Semester 7
ciit/sp19-bse-1058/isb,Semester 2
ciit/sp19-bse-1062/isb,Semester 7
ciit/sp19-bse-1103/isb,Semester 7
ciit/sp19-bse-1133/isb,Semester 1
ciit/sp19-bse-1211/isb,Semester 7
ciit/sp19-bse-1232/isb,Semester 7
ciit/sp19-bse-1243/isb,Semester 7
ciit/sp19-bse-1244/isb,Semester 7
ciit/sp19-bse-1252/isb,Semester 7
ciit/sp19-bse-1269/isb,Semester 1
ciit/sp19-bse-131/isb,Semester 7
ciit/sp19-bse-1371/isb,Semester 7
ciit/sp19-bse-138/isb,Semester 7
ciit/sp19-bse-1382/isb,Semester 7
ciit/sp19-bse-1385/isb,Semester 7
ciit/sp19-bse-154/isb,Semester 7
ciit/sp19-bse-1562/isb,Semester 1
ciit/sp19-bse-1584/isb,Semester 7
ciit/sp19-bse-1585/isb,Semester 7
ciit/sp19-bse-1593/isb,Semester 7
ciit/sp19-bse-1607/isb,Semester 7
ciit/sp19-bse-1633/isb,Semester 1
ciit/sp19-bse-1671/isb,Semester 7
ciit/sp19-bse-1778/isb,Semester 7
ciit/sp19-bse-1858/isb,Semester 2
ciit/sp19-bse-1957/isb,Semester 2
ciit/sp19-bse-1971/isb,Semester 7
ciit/sp19-bse-2090/isb,Semester 7
ciit/sp19-bse-2099/isb,Semester 1
ciit/sp19-bse-2163/isb,Semester 7
ciit/sp19-bse-2164/isb,Semester 7
ciit/sp19-bse-2175/isb,Semester 7
ciit/sp19-bse-2241/isb,Semester 1
ciit/sp19-bse-2247/isb,Semester 7
ciit/sp19-bse-2332/isb,Semester 7
ciit/sp19-bse-2422/isb,Semester 7
ciit/sp19-bse-246/isb,Semester 7
ciit/sp19-bse-2508/isb,Semester 7
ciit/sp19-bse-2511/isb,Semester 1
ciit/sp19-bse-2539/isb,Semester 7
ciit/sp19-bse-2565/isb,Semester 5
ciit/sp19-bse-259/isb,Semester 7
ciit/sp19-bse-2614/isb,Semester 7
ciit/sp19-bse-2663/isb,Semester 7
ciit/sp19-bse-2687/isb,Semester 7
ciit/sp19-bse-2718/isb,Semester 7
ciit/sp19-bse-2738/isb,Semester 1
ciit/sp19-bse-2795/isb,Semester 6
ciit/sp19-bse-2799/isb,Semester 7
ciit/sp19-bse-2809/isb,Semester 7
ciit/sp19-bse-2811/isb,Semester 7
ciit/sp19-bse-2857/isb,Semester 7
ciit/sp19-bse-29/isb,Semester 7
ciit/sp19-bse-2965/isb,Semester 7
ciit/sp19-bse-2983/isb,Semester 7
ciit/sp19-bse-2996/isb,Semester 7
ciit/sp19-bse-3014/isb,Semester 1
ciit/sp19-bse-3024/isb,Semester 1
ciit/sp19-bse-3091/isb,Semester 7
ciit/sp19-bse-3108/isb,Semester 7
ciit/sp19-bse-3125/isb,Semester 7
ciit/sp19-bse-316/isb,Semester 7
ciit/sp19-bse-3163/isb,Semester 7
ciit/sp19-bse-3166/isb,Semester 7
ciit/sp19-bse-3168/isb,Semester 7
ciit/sp19-bse-3183/isb,Semester 7
ciit/sp19-bse-3208/isb,Semester 7
ciit/sp19-bse-3249/isb,Semester 7
ciit/sp19-bse-3259/isb,Semester 7
ciit/sp19-bse-3276/isb,Semester 7
ciit/sp19-bse-3295/isb,Semester 7
ciit/sp19-bse-3336/isb,Semester 1
ciit/sp19-bse-3348/isb,Semester 1
ciit/sp19-bse-3355/isb,Semester 7
ciit/sp19-bse-3360/isb,Semester 7
ciit/sp19-bse-3362/isb,Semester 1
ciit/sp19-bse-3379/isb,Semester 1
ciit/sp19-bse-3399/isb,Semester 3
ciit/sp19-bse-347/isb,Semester 1
ciit/sp19-bse-3477/isb,Semester 7
ciit/sp19-bse-3500/isb,Semester 7
ciit/sp19-bse-3510/isb,Semester 4
ciit/sp19-bse-3512/isb,Semester 7
ciit/sp19-bse-3515/isb,Semester 7
ciit/sp19-bse-3531/isb,Semester 7
ciit/sp19-bse-3560/isb,Semester 7
ciit/sp19-bse-358/isb,Semester 7
ciit/sp19-bse-3585/isb,Semester 7
ciit/sp19-bse-3640/isb,Semester 7
ciit/sp19-bse-3657/isb,Semester 7
ciit/sp19-bse-3686/isb,Semester 7
ciit/sp19-bse-408/isb,Semester 4
ciit/sp19-bse-441/isb,Semester 1
ciit/sp19-bse-486/isb,Semester 7
ciit/sp19-bse-515/isb,Semester 4
ciit/sp19-bse-562/isb,Semester 7
ciit/sp19-bse-602/isb,Semester 7
ciit/sp19-bse-625/isb,Semester 2
ciit/sp19-bse-674/isb,Semester 7
ciit/sp19-bse-694/isb,Semester 7
ciit/sp19-bse-703/isb,Semester 7
ciit/sp19-bse-743/isb,Semester 6
ciit/sp19-bse-749/isb,Semester 7
ciit/sp19-bse-801/isb,Semester 1
ciit/sp19-bse-847/isb,Semester 1
ciit/sp19-bse-872/isb,Semester 6
ciit/sp19-bse-904/isb,Semester 1
ciit/sp19-bse-945/isb,Semester 1
ciit/sp19-bse-992/isb,Semester 7
ciit/sp20-bcs-1036/isb,Semester 2
ciit/sp20-bcs-1044/isb,Semester 5
ciit/sp20-bcs-1079/isb,Semester 1
ciit/sp20-bcs-1134/isb,Semester 5
ciit/sp20-bcs-1205/isb,Semester 4
ciit/sp20-bcs-1208/isb,Semester 5
ciit/sp20-bcs-1223/isb,Semester 5
ciit/sp20-bcs-1227/isb,Semester 2
ciit/sp20-bcs-1281/isb,Semester 5
ciit/sp20-bcs-13/isb,Semester 5
ciit/sp20-bcs-1361/isb,Semester 5
ciit/sp20-bcs-1389/isb,Semester 5
ciit/sp20-bcs-1402/isb,Semester 5
ciit/sp20-bcs-1412/isb,Semester 5
ciit/sp20-bcs-142/isb,Semester 5
ciit/sp20-bcs-1430/isb,Semester 5
ciit/sp20-bcs-1478/isb,Semester 1
ciit/sp20-bcs-1499/isb,Semester 5
ciit/sp20-bcs-1505/isb,Semester 5
ciit/sp20-bcs-1645/isb,Semester 5
ciit/sp20-bcs-1663/isb,Semester 1
ciit/sp20-bcs-1667/isb,Semester 5
ciit/sp20-bcs-1669/isb,Semester 5
ciit/sp20-bcs-1680/isb,Semester 1
ciit/sp20-bcs-1724/isb,Semester 1
ciit/sp20-bcs-1745/isb,Semester 5
ciit/sp20-bcs-1784/isb,Semester 5
ciit/sp20-bcs-1808/isb,Semester 5
ciit/sp20-bcs-1812/isb,Semester 5
ciit/sp20-bcs-1899/isb,Semester 5
ciit/sp20-bcs-1908/isb,Semester 5
ciit/sp20-bcs-1920/isb,Semester 5
ciit/sp20-bcs-1970/isb,Semester 5
ciit/sp20-bcs-2012/isb,Semester 5
ciit/sp20-bcs-2078/isb,Semester 5
ciit/sp20-bcs-2178/isb,Semester 3
ciit/sp20-bcs-2214/isb,Semester 5
ciit/sp20-bcs-2295/isb,Semester 5
ciit/sp20-bcs-2307/isb,Semester 1
ciit/sp20-bcs-2334/isb,Semester 5
ciit/sp20-bcs-2358/isb,Semester 5
ciit/sp20-bcs-2367/isb,Semester 5
ciit/sp20-bcs-2372/isb,Semester 5
ciit/sp20-bcs-2424/isb,Semester 5
ciit/sp20-bcs-2437/isb,Semester 5
ciit/sp20-bcs-2447/isb,Semester 5
ciit/sp20-bcs-2467/isb,Semester 5
ciit/sp20-bcs-2471/isb,Semester 5
ciit/sp20-bcs-2482/isb,Semester 4
ciit/sp20-bcs-25/isb,Semester 1
ciit/sp20-bcs-2564/isb,Semester 5
ciit/sp20-bcs-2586/isb,Semester 5
ciit/sp20-bcs-2590/isb,Semester 5
ciit/sp20-bcs-261/isb,Semester 5
ciit/sp20-bcs-2613/isb,Semester 5
ciit/sp20-bcs-2625/isb,Semester 5
ciit/sp20-bcs-2629/isb,Semester 5
ciit/sp20-bcs-2641/isb,Semester 5
ciit/sp20-bcs-2651/isb,Semester 5
ciit/sp20-bcs-266/isb,Semester 5
ciit/sp20-bcs-2743/isb,Semester 5
ciit/sp20-bcs-2744/isb,Semester 5
ciit/sp20-bcs-2767/isb,Semester 5
ciit/sp20-bcs-2816/isb,Semester 1
ciit/sp20-bcs-284/isb,Semester 5
ciit/sp20-bcs-2884/isb,Semester 4
ciit/sp20-bcs-3033/isb,Semester 5
ciit/sp20-bcs-3057/isb,Semester 5
ciit/sp20-bcs-3083/isb,Semester 5
ciit/sp20-bcs-3101/isb,Semester 5
ciit/sp20-bcs-3126/isb,Semester 5
ciit/sp20-bcs-3128/isb,Semester 5
ciit/sp20-bcs-3136/isb,Semester 5
ciit/sp20-bcs-3230/isb,Semester 5
ciit/sp20-bcs-3237/isb,Semester 5
ciit/sp20-bcs-3286/isb,Semester 5
ciit/sp20-bcs-3304/isb,Semester 1
ciit/sp20-bcs-3320/isb,Semester 5
ciit/sp20-bcs-3321/isb,Semester 5
ciit/sp20-bcs-3342/isb,Semester 5
ciit/sp20-bcs-343/isb,Semester 5
ciit/sp20-bcs-3437/isb,Semester 5
ciit/sp20-bcs-3470/isb,Semester 5
ciit/sp20-bcs-3534/isb,Semester 5
ciit/sp20-bcs-3539/isb,Semester 5
ciit/sp20-bcs-3620/isb,Semester 5
ciit/sp20-bcs-3680/isb,Semester 5
ciit/sp20-bcs-3706/isb,Semester 5
ciit/sp20-bcs-3720/isb,Semester 5
ciit/sp20-bcs-394/isb,Semester 5
ciit/sp20-bcs-420/isb,Semester 5
ciit/sp20-bcs-425/isb,Semester 5
ciit/sp20-bcs-434/isb,Semester 3
ciit/sp20-bcs-461/isb,Semester 5
ciit/sp20-bcs-479/isb,Semester 5
ciit/sp20-bcs-512/isb,Semester 5
ciit/sp20-bcs-554/isb,Semester 4
ciit/sp20-bcs-564/isb,Semester 5
ciit/sp20-bcs-571/isb,Semester 5
ciit/sp20-bcs-574/isb,Semester 5
ciit/sp20-bcs-621/isb,Semester 5
ciit/sp20-bcs-714/isb,Semester 5
ciit/sp20-bcs-726/isb,Semester 5
ciit/sp20-bcs-786/isb,Semester 5
ciit/sp20-bcs-798/isb,Semester 5
ciit/sp20-bcs-821/isb,Semester 5
ciit/sp20-bcs-842/isb,Semester 1
ciit/sp20-bcs-855/isb,Semester 2
ciit/sp20-bcs-890/isb,Semester 5
ciit/sp20-bcs-903/isb,Semester 5
ciit/sp20-bcs-920/isb,Semester 5
ciit/sp20-bcs-935/isb,Semester 5
ciit/sp20-bcs-997/isb,Semester 5
ciit/sp20-bse-103/isb,Semester 5
ciit/sp20-bse-1064/isb,Semester 5
ciit/sp20-bse-1078/isb,Semester 5
ciit/sp20-bse-1081/isb,Semester 5
ciit/sp20-bse-1174/isb,Semester 1
ciit/sp20-bse-120/isb,Semester 5
ciit/sp20-bse-1216/isb,Semester 5
ciit/sp20-bse-1222/isb,Semester 5
ciit/sp20-bse-1225/isb,Semester 5
ciit/sp20-bse-1233/isb,Semester 5
ciit/sp20-bse-1250/isb,Semester 5
ciit/sp20-bse-1303/isb,Semester 5
ciit/sp20-bse-1399/isb,Semester 5
ciit/sp20-bse-1434/isb,Semester 5
ciit/sp20-bse-1444/isb,Semester 5
ciit/sp20-bse-1457/isb,Semester 5
ciit/sp20-bse-1528/isb,Semester 5
ciit/sp20-bse-1537/isb,Semester 5
ciit/sp20-bse-1569/isb,Semester 5
ciit/sp20-bse-162/isb,Semester 5
ciit/sp20-bse-1631/isb,Semester 5
ciit/sp20-bse-1651/isb,Semester 5
ciit/sp20-bse-1662/isb,Semester 5
ciit/sp20-bse-1672/isb,Semester 5
ciit/sp20-bse-1686/isb,Semester 5
ciit/sp20-bse-1705/isb,Semester 5
ciit/sp20-bse-1725/isb,Semester 5
ciit/sp20-bse-1731/isb,Semester 5
ciit/sp20-bse-1932/isb,Semester 5
ciit/sp20-bse-2034/isb,Semester 3
ciit/sp20-bse-2045/isb,Semester 5
ciit/sp20-bse-2074/isb,Semester 5
ciit/sp20-bse-2100/isb,Semester 5
ciit/sp20-bse-2115/isb,Semester 5
ciit/sp20-bse-2124/isb,Semester 5
ciit/sp20-bse-2131/isb,Semester 3
ciit/sp20-bse-22/isb,Semester 5
ciit/sp20-bse-2201/isb,Semester 5
ciit/sp20-bse-2221/isb,Semester 5
ciit/sp20-bse-2237/isb,Semester 5
ciit/sp20-bse-2264/isb,Semester 5
ciit/sp20-bse-2294/isb,Semester 5
ciit/sp20-bse-2319/isb,Semester 5
ciit/sp20-bse-2355/isb,Semester 5
ciit/sp20-bse-2362/isb,Semester 5
ciit/sp20-bse-2448/isb,Semester 1
ciit/sp20-bse-249/isb,Semester 5
ciit/sp20-bse-250/isb,Semester 5
ciit/sp20-bse-2501/isb,Semester 5
ciit/sp20-bse-254/isb,Semester 5
ciit/sp20-bse-2549/isb,Semester 5
ciit/sp20-bse-2563/isb,Semester 1
ciit/sp20-bse-2630/isb,Semester 2
ciit/sp20-bse-2679/isb,Semester 5
ciit/sp20-bse-2785/isb,Semester 5
ciit/sp20-bse-2808/isb,Semester 5
ciit/sp20-bse-2818/isb,Semester 5
ciit/sp20-bse-2827/isb,Semester 5
ciit/sp20-bse-2924/isb,Semester 5
ciit/sp20-bse-2940/isb,Semester 5
ciit/sp20-bse-2957/isb,Semester 5
ciit/sp20-bse-2982/isb,Semester 1
ciit/sp20-bse-3003/isb,Semester 5
ciit/sp20-bse-301/isb,Semester 5
ciit/sp20-bse-3020/isb,Semester 5
ciit/sp20-bse-3022/isb,Semester 1
ciit/sp20-bse-3031/isb,Semester 5
ciit/sp20-bse-3044/isb,Semester 5
ciit/sp20-bse-3054/isb,Semester 5
ciit/sp20-bse-3068/isb,Semester 5
ciit/sp20-bse-3090/isb,Semester 5
ciit/sp20-bse-3094/isb,Semester 5
ciit/sp20-bse-3133/isb,Semester 4
ciit/sp20-bse-3152/isb,Semester 5
ciit/sp20-bse-3204/isb,Semester 5
ciit/sp20-bse-3236/isb,Semester 5
ciit/sp20-bse-3261/isb,Semester 5
ciit/sp20-bse-3314/isb,Semester 5
ciit/sp20-bse-3395/isb,Semester 5
ciit/sp20-bse-3425/isb,Semester 5
ciit/sp20-bse-3457/isb,Semester 5
ciit/sp20-bse-3474/isb,Semester 5
ciit/sp20-bse-3478/isb,Semester 1
ciit/sp20-bse-3486/isb,Semester 3
ciit/sp20-bse-354/isb,Semester 1
ciit/sp20-bse-3563/isb,Semester 1
ciit/sp20-bse-3663/isb,Semester 5
ciit/sp20-bse-369/isb,Semester 5
ciit/sp20-bse-392/isb,Semester 1
ciit/sp20-bse-446/isb,Semester 5
ciit/sp20-bse-453/isb,Semester 5
ciit/sp20-bse-467/isb,Semester 5
ciit/sp20-bse-538/isb,Semester 5
ciit/sp20-bse-557/isb,Semester 5
ciit/sp20-bse-592/isb,Semester 5
ciit/sp20-bse-597/isb,Semester 5
ciit/sp20-bse-611/isb,Semester 5
ciit/sp20-bse-689/isb,Semester 5
ciit/sp20-bse-708/isb,Semester 5
ciit/sp20-bse-770/isb,Semester 5
ciit/sp20-bse-772/isb,Semester 5
ciit/sp20-bse-782/isb,Semester 5
ciit/sp20-bse-797/isb,Semester 5
ciit/sp20-bse-871/isb,Semester 5
ciit/sp20-bse-876/isb,Semester 5
ciit/sp20-bse-897/isb,Semester 2
ciit/sp20-bse-906/isb,Semester 5
ciit/sp20-bse-964/isb,Semester 5
ciit/sp21-bcs-1027/isb,Semester 3
ciit/sp21-bcs-1035/isb,Semester 1
ciit/sp21-bcs-1060/isb,Semester 3
ciit/sp21-bcs-1075/isb,Semester 3
ciit/sp21-bcs-1105/isb,Semester 3
ciit/sp21-bcs-1125/isb,Semester 3
ciit/sp21-bcs-1180/isb,Semester 3
ciit/sp21-bcs-1237/isb,Semester 3
ciit/sp21-bcs-1248/isb,Semester 3
ciit/sp21-bcs-1263/isb,Semester 3
ciit/sp21-bcs-1316/isb,Semester 1
ciit/sp21-bcs-1328/isb,Semester 3
ciit/sp21-bcs-1416/isb,Semester 3
ciit/sp21-bcs-147/isb,Semester 1
ciit/sp21-bcs-1489/isb,Semester 3
ciit/sp21-bcs-1514/isb,Semester 3
ciit/sp21-bcs-1527/isb,Semester 3
ciit/sp21-bcs-1540/isb,Semester 3
ciit/sp21-bcs-1542/isb,Semester 3
ciit/sp21-bcs-1583/isb,Semester 3
ciit/sp21-bcs-1592/isb,Semester 2
ciit/sp21-bcs-161/isb,Semester 3
ciit/sp21-bcs-1634/isb,Semester 3
ciit/sp21-bcs-1758/isb,Semester 3
ciit/sp21-bcs-1762/isb,Semester 3
ciit/sp21-bcs-179/isb,Semester 3
ciit/sp21-bcs-1805/isb,Semester 3
ciit/sp21-bcs-1835/isb,Semester 3
ciit/sp21-bcs-188/isb,Semester 3
ciit/sp21-bcs-1949/isb,Semester 3
ciit/sp21-bcs-2038/isb,Semester 3
ciit/sp21-bcs-206/isb,Semester 3
ciit/sp21-bcs-2066/isb,Semester 3
ciit/sp21-bcs-213/isb,Semester 3
ciit/sp21-bcs-226/isb,Semester 3
ciit/sp21-bcs-2272/isb,Semester 3
ciit/sp21-bcs-2278/isb,Semester 3
ciit/sp21-bcs-2325/isb,Semester 3
ciit/sp21-bcs-2353/isb,Semester 2
ciit/sp21-bcs-2369/isb,Semester 1
ciit/sp21-bcs-2371/isb,Semester 3
ciit/sp21-bcs-2382/isb,Semester 3
ciit/sp21-bcs-2384/isb,Semester 2
ciit/sp21-bcs-2420/isb,Semester 3
ciit/sp21-bcs-2430/isb,Semester 3
ciit/sp21-bcs-2460/isb,Semester 3
ciit/sp21-bcs-2497/isb,Semester 2
ciit/sp21-bcs-2516/isb,Semester 3
ciit/sp21-bcs-2542/isb,Semester 3
ciit/sp21-bcs-2559/isb,Semester 3
ciit/sp21-bcs-2581/isb,Semester 3
ciit/sp21-bcs-2653/isb,Semester 3
ciit/sp21-bcs-2668/isb,Semester 3
ciit/sp21-bcs-2672/isb,Semester 3
ciit/sp21-bcs-2705/isb,Semester 1
ciit/sp21-bcs-2706/isb,Semester 3
ciit/sp21-bcs-2745/isb,Semester 3
ciit/sp21-bcs-2755/isb,Semester 3
ciit/sp21-bcs-2766/isb,Semester 3
ciit/sp21-bcs-2829/isb,Semester 3
ciit/sp21-bcs-2854/isb,Semester 1
ciit/sp21-bcs-2880/isb,Semester 3
ciit/sp21-bcs-2891/isb,Semester 2
ciit/sp21-bcs-2899/isb,Semester 3
ciit/sp21-bcs-2928/isb,Semester 3
ciit/sp21-bcs-2933/isb,Semester 3
ciit/sp21-bcs-2934/isb,Semester 3
ciit/sp21-bcs-2951/isb,Semester 3
ciit/sp21-bcs-2961/isb,Semester 3
ciit/sp21-bcs-3004/isb,Semester 1
ciit/sp21-bcs-3134/isb,Semester 3
ciit/sp21-bcs-3141/isb,Semester 3
ciit/sp21-bcs-3305/isb,Semester 3
ciit/sp21-bcs-3333/isb,Semester 3
ciit/sp21-bcs-3344/isb,Semester 3
ciit/sp21-bcs-3346/isb,Semester 3
ciit/sp21-bcs-3394/isb,Semester 3
ciit/sp21-bcs-3402/isb,Semester 3
ciit/sp21-bcs-3427/isb,Semester 3
ciit/sp21-bcs-3464/isb,Semester 3
ciit/sp21-bcs-3499/isb,Semester 3
ciit/sp21-bcs-3508/isb,Semester 2
ciit/sp21-bcs-3520/isb,Semester 3
ciit/sp21-bcs-3521/isb,Semester 1
ciit/sp21-bcs-3576/isb,Semester 3
ciit/sp21-bcs-3618/isb,Semester 3
ciit/sp21-bcs-3631/isb,Semester 3
ciit/sp21-bcs-3668/isb,Semester 1
ciit/sp21-bcs-3696/isb,Semester 3
ciit/sp21-bcs-3737/isb,Semester 3
ciit/sp21-bcs-383/isb,Semester 3
ciit/sp21-bcs-406/isb,Semester 3
ciit/sp21-bcs-490/isb,Semester 3
ciit/sp21-bcs-522/isb,Semester 3
ciit/sp21-bcs-537/isb,Semester 3
ciit/sp21-bcs-62/isb,Semester 3
ciit/sp21-bcs-630/isb,Semester 3
ciit/sp21-bcs-641/isb,Semester 3
ciit/sp21-bcs-706/isb,Semester 2
ciit/sp21-bcs-761/isb,Semester 3
ciit/sp21-bcs-771/isb,Semester 3
ciit/sp21-bcs-809/isb,Semester 3
ciit/sp21-bcs-832/isb,Semester 3
ciit/sp21-bcs-924/isb,Semester 3
ciit/sp21-bse-1070/isb,Semester 3
ciit/sp21-bse-1093/isb,Semester 3
ciit/sp21-bse-11/isb,Semester 3
ciit/sp21-bse-1107/isb,Semester 3
ciit/sp21-bse-1218/isb,Semester 3
ciit/sp21-bse-1221/isb,Semester 1
ciit/sp21-bse-1226/isb,Semester 3
ciit/sp21-bse-1288/isb,Semester 3
ciit/sp21-bse-129/isb,Semester 3
ciit/sp21-bse-1294/isb,Semester 3
ciit/sp21-bse-1400/isb,Semester 3
ciit/sp21-bse-1407/isb,Semester 3
ciit/sp21-bse-1419/isb,Semester 3
ciit/sp21-bse-1436/isb,Semester 3
ciit/sp21-bse-1437/isb,Semester 3
ciit/sp21-bse-1454/isb,Semester 3
ciit/sp21-bse-1484/isb,Semester 3
ciit/sp21-bse-1533/isb,Semester 3
ciit/sp21-bse-1539/isb,Semester 3
ciit/sp21-bse-1561/isb,Semester 3
ciit/sp21-bse-1590/isb,Semester 3
ciit/sp21-bse-1606/isb,Semester 3
ciit/sp21-bse-1625/isb,Semester 3
ciit/sp21-bse-1666/isb,Semester 3
ciit/sp21-bse-1734/isb,Semester 3
ciit/sp21-bse-1842/isb,Semester 3
ciit/sp21-bse-1973/isb,Semester 3
ciit/sp21-bse-1974/isb,Semester 3
ciit/sp21-bse-199/isb,Semester 3
ciit/sp21-bse-1992/isb,Semester 3
ciit/sp21-bse-1996/isb,Semester 1
ciit/sp21-bse-1999/isb,Semester 3
ciit/sp21-bse-2050/isb,Semester 3
ciit/sp21-bse-2069/isb,Semester 3
ciit/sp21-bse-2077/isb,Semester 3
ciit/sp21-bse-2103/isb,Semester 3
ciit/sp21-bse-2110/isb,Semester 1
ciit/sp21-bse-2172/isb,Semester 3
ciit/sp21-bse-2244/isb,Semester 3
ciit/sp21-bse-2286/isb,Semester 3
ciit/sp21-bse-2301/isb,Semester 3
ciit/sp21-bse-235/isb,Semester 3
ciit/sp21-bse-2359/isb,Semester 3
ciit/sp21-bse-2373/isb,Semester 3
ciit/sp21-bse-2375/isb,Semester 3
ciit/sp21-bse-2379/isb,Semester 3
ciit/sp21-bse-2393/isb,Semester 3
ciit/sp21-bse-2403/isb,Semester 3
ciit/sp21-bse-2405/isb,Semester 3
ciit/sp21-bse-2503/isb,Semester 3
ciit/sp21-bse-2510/isb,Semester 1
ciit/sp21-bse-2609/isb,Semester 3
ciit/sp21-bse-265/isb,Semester 1
ciit/sp21-bse-2704/isb,Semester 3
ciit/sp21-bse-2747/isb,Semester 3
ciit/sp21-bse-2774/isb,Semester 3
ciit/sp21-bse-2893/isb,Semester 1
ciit/sp21-bse-290/isb,Semester 3
ciit/sp21-bse-2972/isb,Semester 3
ciit/sp21-bse-3001/isb,Semester 3
ciit/sp21-bse-310/isb,Semester 3
ciit/sp21-bse-3119/isb,Semester 3
ciit/sp21-bse-3213/isb,Semester 3
ciit/sp21-bse-3297/isb,Semester 3
ciit/sp21-bse-3306/isb,Semester 3
ciit/sp21-bse-3315/isb,Semester 3
ciit/sp21-bse-3331/isb,Semester 3
ciit/sp21-bse-3340/isb,Semester 3
ciit/sp21-bse-3352/isb,Semester 3
ciit/sp21-bse-3383/isb,Semester 3
ciit/sp21-bse-3447/isb,Semester 3
ciit/sp21-bse-3453/isb,Semester 3
ciit/sp21-bse-346/isb,Semester 1
ciit/sp21-bse-3513/isb,Semester 3
ciit/sp21-bse-3544/isb,Semester 2
ciit/sp21-bse-3565/isb,Semester 3
ciit/sp21-bse-3602/isb,Semester 1
ciit/sp21-bse-3697/isb,Semester 3
ciit/sp21-bse-3721/isb,Semester 1
ciit/sp21-bse-3724/isb,Semester 3
ciit/sp21-bse-3734/isb,Semester 3
ciit/sp21-bse-377/isb,Semester 3
ciit/sp21-bse-419/isb,Semester 3
ciit/sp21-bse-495/isb,Semester 3
ciit/sp21-bse-558/isb,Semester 3
ciit/sp21-bse-58/isb,Semester 3
ciit/sp21-bse-613/isb,Semester 3
ciit/sp21-bse-657/isb,Semester 3
ciit/sp21-bse-678/isb,Semester 3
ciit/sp21-bse-69/isb,Semester 3
ciit/sp21-bse-711/isb,Semester 1
ciit/sp21-bse-760/isb,Semester 3
ciit/sp21-bse-778/isb,Semester 3
ciit/sp21-bse-805/isb,Semester 3
ciit/sp21-bse-856/isb,Semester 3
ciit/sp21-bse-863/isb,Semester 3
ciit/sp21-bse-867/isb,Semester 3
ciit/sp21-bse-870/isb,Semester 3
ciit/sp21-bse-892/isb,Semester 3
ciit/sp21-bse-895/isb,Semester 3
ciit/sp21-bse-943/isb,Semester 3
ciit/sp21-bse-969/isb,Semester 3
ciit/sp21-bse-985/isb,Semester 3
ciit/sp22-bcs-1013/isb,Semester 1
ciit/sp22-bcs-110/isb,Semester 1
ciit/sp22-bcs-111/isb,Semester 1
ciit/sp22-bcs-112/isb,Semester 1
ciit/sp22-bcs-1123/isb,Semester 1
ciit/sp22-bcs-1126/isb,Semester 1
ciit/sp22-bcs-1130/isb,Semester 1
ciit/sp22-bcs-1236/isb,Semester 1
ciit/sp22-bcs-126/isb,Semester 1
ciit/sp22-bcs-1266/isb,Semester 1
ciit/sp22-bcs-1276/isb,Semester 1
ciit/sp22-bcs-1280/isb,Semester 1
ciit/sp22-bcs-1287/isb,Semester 1
ciit/sp22-bcs-1291/isb,Semester 1
ciit/sp22-bcs-1336/isb,Semester 1
ciit/sp22-bcs-1343/isb,Semester 1
ciit/sp22-bcs-1355/isb,Semester 1
ciit/sp22-bcs-1359/isb,Semester 1
ciit/sp22-bcs-1511/isb,Semester 1
ciit/sp22-bcs-1522/isb,Semester 1
ciit/sp22-bcs-1524/isb,Semester 1
ciit/sp22-bcs-1551/isb,Semester 1
ciit/sp22-bcs-1615/isb,Semester 1
ciit/sp22-bcs-1703/isb,Semester 1
ciit/sp22-bcs-1709/isb,Semester 1
ciit/sp22-bcs-1790/isb,Semester 1
ciit/sp22-bcs-182/isb,Semester 1
